Year,Month,Day,statefips,countyfips,O3_max_pred,O3_med_pred,O3_mean_pred,O3_pop_pred
2001,JAN,31,1,1,39.402102,38.505731,38.59106842,38.61954708
2001,JAN,31,1,3,40.724862,36.812022,36.36593884,36.18102373
2001,JAN,31,1,5,38.109264,37.321524,37.38422089,37.3893922
2001,JAN,31,1,7,38.895831,38.7349015,38.73449525,38.68829905
2001,JAN,31,1,9,40.275163,39.794465,39.72851978,39.67230641
2001,JAN,31,1,11,39.841733,39.36,39.47118933,39.65400762
2001,JAN,31,1,13,39.190941,38.924696,38.86093722,38.86114685
2001,JAN,31,1,15,40.152111,37.603523,37.92065955,38.06549919
2001,JAN,31,1,17,41.042609,40.210031,40.30655244,40.39712778
2001,JAN,31,1,19,41.138733,40.9112285,40.883184,40.8645494
2001,JAN,31,1,21,40.078502,39.415999,39.42554078,39.43978167
2001,JAN,31,1,23,38.868375,38.6967075,38.51509675,38.54369043
2001,JAN,31,1,25,39.592138,39.17059,39.17645833,39.22545803
2001,JAN,31,1,27,40.417971,39.812325,39.85508175,39.77106183
2001,JAN,31,1,29,40.416497,39.4380695,39.494864,39.45458212
2001,JAN,31,1,31,37.982546,36.944033,37.02916971,36.92665712
2001,JAN,31,1,33,37.122525,36.392597,36.45058186,36.48161195
2001,JAN,31,1,35,39.095046,38.119005,37.8862878,37.55110705
2001,JAN,31,1,37,40.748754,40.634602,40.48649867,40.48367948
2001,JAN,31,1,39,36.921874,36.3026115,36.20744907,36.22337508
2001,JAN,31,1,41,39.158205,38.388022,38.33580117,38.39159118
2001,JAN,31,1,43,39.883534,39.5044535,39.50298694,39.48761859
2001,JAN,31,1,45,37.293509,36.5020055,36.33893029,36.2805267
2001,JAN,31,1,47,38.699798,38.107291,38.17949167,38.16044534
2001,JAN,31,1,49,41.144355,40.6389585,40.599047,40.53873781
2001,JAN,31,1,51,40.415313,38.3487,38.598311,38.60892143
2001,JAN,31,1,53,37.604344,35.32283,35.33406667,35.45251315
2001,JAN,31,1,55,40.627654,39.9546565,39.9416246,39.92915566
2001,JAN,31,1,57,39.733959,39.517253,39.5255658,39.48604587
2001,JAN,31,1,59,38.440371,37.67176,37.793807,37.85684205
2001,JAN,31,1,61,35.487642,34.0418305,34.03846367,34.02423606
2001,JAN,31,1,63,39.326388,39.051162,38.96347033,38.93847132
2001,JAN,31,1,65,38.87105,38.523834,38.13955683,37.992499
2001,JAN,31,1,67,36.370912,35.8268185,35.44021067,35.25025188
2001,JAN,31,1,69,34.360751,32.897847,32.63042645,32.64728034
2001,JAN,31,1,71,39.788963,39.052134,39.10178673,39.15238506
2001,JAN,31,1,73,39.427882,35.681304,35.9424682,36.04164766
2001,JAN,31,1,75,39.080326,38.983835,38.92037367,38.89887748
2001,JAN,31,1,77,37.552412,36.448598,36.65462018,36.74028342
2001,JAN,31,1,79,39.140997,37.981505,38.09823778,38.01606483
2001,JAN,31,1,81,40.370807,39.869501,39.80472874,39.77648658
2001,JAN,31,1,83,37.985137,37.0318145,37.08666081,37.04928685
2001,JAN,31,1,85,39.557379,39.2866535,39.30174175,39.27297023
2001,JAN,31,1,87,39.756595,39.2202275,39.15485992,39.16660112
2001,JAN,31,1,89,38.756082,36.393697,36.58422922,36.68561807
2001,JAN,31,1,91,37.578182,37.308247,37.23471167,37.20199489
2001,JAN,31,1,93,39.347475,38.79472,38.85245225,38.90080731
2001,JAN,31,1,95,40.377494,39.9806605,39.90801378,39.90550239
2001,JAN,31,1,97,39.391162,31.923897,32.2213904,32.89810301
2001,JAN,31,1,99,39.528714,39.138918,39.08588114,39.03725479
2001,JAN,31,1,101,39.623832,37.01169,37.17431968,37.11204182
2001,JAN,31,1,103,39.536772,37.714387,37.85793885,37.91466131
2001,JAN,31,1,105,38.57144,38.494261,38.14888667,38.11649262
2001,JAN,31,1,107,39.298411,39.043829,39.0407866,39.10297274
2001,JAN,31,1,109,38.881037,38.461592,38.43231463,38.39143523
2001,JAN,31,1,111,40.406663,40.0665305,39.84754217,39.73342473
2001,JAN,31,1,113,39.691623,38.433719,38.53729069,38.51951087
2001,JAN,31,1,115,40.428617,36.392552,36.93510469,36.85888498
2001,JAN,31,1,117,39.055785,38.0095235,37.61128669,37.56761929
2001,JAN,31,1,119,39.36361,38.0742415,38.32098175,38.24656761
2001,JAN,31,1,121,39.440068,37.7029075,38.05674186,38.06133872
2001,JAN,31,1,123,41.08551,40.845209,40.7632071,40.70628804
2001,JAN,31,1,125,39.290041,37.939523,38.09431004,38.11125036
2001,JAN,31,1,127,39.666747,39.3870805,39.3542285,39.37489703
2001,JAN,31,1,129,39.828211,39.189829,39.0550136,39.04037944
2001,JAN,31,1,131,38.679595,38.2425,38.266265,38.28079386
2001,JAN,31,1,133,39.724553,39.455468,39.35216014,39.33461314
2001,JAN,31,4,1,41.569156,40.607009,40.34719188,40.31595755
2001,JAN,31,4,3,47.027358,43.807597,44.16147016,44.11893302
2001,JAN,31,4,5,43.230995,42.4814425,41.98301318,42.01889098
2001,JAN,31,4,7,43.878188,41.532254,41.58688588,41.83088717
2001,JAN,31,4,9,43.643311,42.714357,42.68123133,42.74419231
2001,JAN,31,4,11,44.015823,43.955112,43.920029,43.91696568
2001,JAN,31,4,12,41.195239,39.623274,39.70620122,39.88800119
2001,JAN,31,4,13,42.408412,32.1697775,32.60158184,32.66265607
2001,JAN,31,4,15,42.995678,40.936864,40.90627602,41.05078171
2001,JAN,31,4,17,42.055634,40.220873,40.16774919,40.14448181
2001,JAN,31,4,19,40.00904,30.722584,31.54987109,31.5365453
2001,JAN,31,4,21,38.650763,32.246926,32.38811216,32.41035656
2001,JAN,31,4,23,42.20957,41.5927525,41.3722447,41.4157639
2001,JAN,31,4,25,44.15246,43.7610225,43.64334038,43.67606132
2001,JAN,31,4,27,36.164672,34.855882,34.84789233,34.83799173
2001,JAN,31,5,1,35.751158,35.5431105,35.50951988,35.44818036
2001,JAN,31,5,3,38.141371,37.727548,37.67302,37.66243013
2001,JAN,31,5,5,32.994902,32.838664,32.76878889,32.75553681
2001,JAN,31,5,7,33.572237,33.169479,33.15514508,33.15781984
2001,JAN,31,5,9,33.637263,33.431953,33.39534371,33.38347028
2001,JAN,31,5,11,37.082167,36.455583,36.471978,36.51259893
2001,JAN,31,5,13,36.530575,36.1270775,36.1270775,36.10978905
2001,JAN,31,5,15,33.489874,33.333598,33.3475666,33.36366759
2001,JAN,31,5,17,38.357129,37.8091205,37.79414925,37.81575211
2001,JAN,31,5,19,34.056355,33.531551,33.6288204,33.65219931
2001,JAN,31,5,21,32.038856,31.6837675,31.710706,31.67853043
2001,JAN,31,5,23,35.445775,35.030423,35.14527357,35.1383445
2001,JAN,31,5,25,35.806461,35.650574,35.650574,35.63082126
2001,JAN,31,5,27,36.842944,36.548687,36.508518,36.52055034
2001,JAN,31,5,29,35.129122,34.6260955,34.61008167,34.66503799
2001,JAN,31,5,31,32.446212,32.120453,32.14539459,32.13582036
2001,JAN,31,5,33,33.074563,31.679593,31.66113427,31.75987508
2001,JAN,31,5,35,33.09825,31.5936965,31.75797785,31.7760351
2001,JAN,31,5,37,34.146168,33.9034895,33.77172183,33.80382898
2001,JAN,31,5,39,35.102705,35.080047,34.94478567,35.01050736
2001,JAN,31,5,41,37.172162,36.355114,36.5214636,36.56102972
2001,JAN,31,5,43,37.000622,36.583828,36.6826588,36.64764839
2001,JAN,31,5,45,35.919821,35.262804,35.31604412,35.32018294
2001,JAN,31,5,47,33.05451,32.539092,32.46094333,32.35899721
2001,JAN,31,5,49,32.707384,32.678661,32.678661,32.67788927
2001,JAN,31,5,51,34.317095,33.6865355,33.6443569,33.58425757
2001,JAN,31,5,53,35.74165,35.4067035,35.326809,35.34617984
2001,JAN,31,5,55,32.237615,32.106586,32.07124822,32.07272579
2001,JAN,31,5,57,35.292319,34.953743,34.9279664,34.92016468
2001,JAN,31,5,59,34.422349,34.052806,34.01767157,34.0294186
2001,JAN,31,5,61,34.201344,34.024075,33.54201367,33.60454297
2001,JAN,31,5,63,34.223375,33.4218635,33.5800865,33.62381078
2001,JAN,31,5,65,33.549279,32.867664,32.98831425,32.95067183
2001,JAN,31,5,67,33.946466,33.284943,33.2456766,33.18079218
2001,JAN,31,5,69,35.710336,35.2641245,35.28132217,35.3298898
2001,JAN,31,5,71,33.749553,33.256697,33.2288575,33.23728531
2001,JAN,31,5,73,36.743637,36.288023,36.288023,36.18009403
2001,JAN,31,5,75,32.652754,32.24465,32.315197,32.3508918
2001,JAN,31,5,77,36.14366,35.653045,35.65646925,35.60861934
2001,JAN,31,5,79,36.114538,35.923707,35.8793475,35.8288552
2001,JAN,31,5,81,34.788239,34.5099355,34.52640725,34.5278408
2001,JAN,31,5,83,32.982558,31.851929,31.77778883,31.82058928
2001,JAN,31,5,85,36.466574,35.9814855,35.75472406,35.87352802
2001,JAN,31,5,87,33.602697,33.3181095,33.355388,33.3432836
2001,JAN,31,5,89,33.477576,33.2952125,33.26882225,33.26797087
2001,JAN,31,5,91,36.655561,34.908771,34.99478142,35.19985331
2001,JAN,31,5,93,32.326293,31.616199,31.66353683,31.61551673
2001,JAN,31,5,95,36.251309,35.996706,36.02326433,35.98483651
2001,JAN,31,5,97,31.785746,31.29482,31.09215167,31.20583102
2001,JAN,31,5,99,35.847912,35.350453,35.26257533,35.01598341
2001,JAN,31,5,101,34.419605,34.1193485,34.1193485,34.12569245
2001,JAN,31,5,103,36.220822,35.864949,35.87439233,35.86602096
2001,JAN,31,5,105,35.001158,34.592298,34.54343433,34.70280372
2001,JAN,31,5,107,36.051378,35.960267,35.95942533,35.96411076
2001,JAN,31,5,109,33.721654,32.705196,32.827737,32.97150211
2001,JAN,31,5,111,32.75015,32.388605,32.46187614,32.45919731
2001,JAN,31,5,113,31.900691,29.9660125,30.29058017,30.03167452
2001,JAN,31,5,115,34.538187,33.816741,33.81403845,33.78412198
2001,JAN,31,5,117,36.145998,36.074148,36.01635667,36.02973331
2001,JAN,31,5,119,35.756822,34.8938,34.92170517,34.95942283
2001,JAN,31,5,121,32.412553,32.285687,32.26009675,32.27472679
2001,JAN,31,5,123,35.176168,34.7022545,34.64879817,34.6591956
2001,JAN,31,5,125,35.513743,35.284772,35.27063557,35.24806883
2001,JAN,31,5,127,29.791105,29.698645,29.60777533,29.55461764
2001,JAN,31,5,129,34.204136,34.13286,34.142321,34.1523375
2001,JAN,31,5,131,30.977457,30.071984,30.0408155,30.01572394
2001,JAN,31,5,133,33.985588,33.0225695,33.22009475,33.12108217
2001,JAN,31,5,135,32.720742,32.567573,32.54340625,32.59076018
2001,JAN,31,5,137,34.238862,34.181246,34.19605267,34.20828832
2001,JAN,31,5,139,37.534702,36.569122,36.6702004,36.66026534
2001,JAN,31,5,141,35.491199,34.809902,34.8858708,34.92386722
2001,JAN,31,5,143,33.325821,32.8187615,32.82219263,32.80622443
2001,JAN,31,5,145,36.363098,35.398504,35.42559692,35.51990917
2001,JAN,31,5,147,35.087528,35.050068,35.050068,35.04123446
2001,JAN,31,5,149,33.580111,33.0936655,32.95932767,33.00762129
2001,JAN,31,6,1,24.462917,19.8610395,20.32224465,20.49739882
2001,JAN,31,6,3,38.130641,38.130641,38.130641,38.130641
2001,JAN,31,6,5,35.337907,27.200236,27.84088889,27.23683488
2001,JAN,31,6,7,33.568417,29.538768,29.83996851,29.80876829
2001,JAN,31,6,9,34.268081,28.629962,28.8338087,27.61410965
2001,JAN,31,6,11,28.453929,27.467233,27.691486,27.67533804
2001,JAN,31,6,13,24.432078,22.1956085,21.89485007,22.08128917
2001,JAN,31,6,15,22.457882,21.787819,21.67982871,21.76378495
2001,JAN,31,6,17,38.488712,30.813578,31.07542305,30.09553958
2001,JAN,31,6,19,35.313429,22.16393,22.2868423,22.23526533
2001,JAN,31,6,21,27.926902,27.325673,27.27390683,27.26798904
2001,JAN,31,6,23,23.776364,23.044264,22.94303347,22.99645901
2001,JAN,31,6,25,36.922297,34.263219,34.65629906,34.45518374
2001,JAN,31,6,27,39.737277,38.460498,38.50677667,38.60656874
2001,JAN,31,6,29,35.888841,16.407222,19.2824307,19.0756883
2001,JAN,31,6,31,21.560685,16.812832,17.30222515,17.45158736
2001,JAN,31,6,33,26.560718,26.116026,25.8161378,25.81675232
2001,JAN,31,6,35,32.45811,31.441644,31.32310667,31.33202134
2001,JAN,31,6,37,35.481766,19.177801,21.09363252,21.03088501
2001,JAN,31,6,39,35.901261,24.8474,26.64193248,26.17582494
2001,JAN,31,6,41,20.578858,19.041647,19.02980849,19.02103088
2001,JAN,31,6,43,37.597409,31.853253,32.502092,32.06218793
2001,JAN,31,6,45,23.933404,21.924788,22.06193845,21.87498891
2001,JAN,31,6,47,27.259397,24.914231,25.0425051,25.05734649
2001,JAN,31,6,49,29.136807,26.909245,26.5815835,26.53724895
2001,JAN,31,6,51,38.722123,38.483982,38.518819,38.44843197
2001,JAN,31,6,53,31.788898,28.872402,28.92087608,29.11026878
2001,JAN,31,6,55,24.755464,20.543711,21.09290123,20.97936717
2001,JAN,31,6,57,38.620479,35.529809,34.9102686,35.25130515
2001,JAN,31,6,59,31.876779,22.1393675,22.81913122,22.86704471
2001,JAN,31,6,61,36.651802,24.371381,26.2209718,25.6551747
2001,JAN,31,6,63,33.905485,32.518998,32.48751143,32.11803946
2001,JAN,31,6,65,39.234209,35.759,35.05625345,34.80972477
2001,JAN,31,6,67,24.918939,22.862402,23.00391773,23.00814704
2001,JAN,31,6,69,30.116593,29.01129,29.04232836,28.98155795
2001,JAN,31,6,71,40.564999,36.224179,33.56487223,33.58221221
2001,JAN,31,6,73,35.637193,25.871337,26.55152237,26.71352459
2001,JAN,31,6,75,20.234477,17.267266,17.28571332,17.27123508
2001,JAN,31,6,77,23.802777,20.865568,21.04168799,21.14294547
2001,JAN,31,6,79,35.890082,32.45582,32.27775451,32.29917946
2001,JAN,31,6,81,19.953681,17.8582195,17.88060389,17.85185303
2001,JAN,31,6,83,40.177564,37.720459,37.68560346,37.60629989
2001,JAN,31,6,85,27.249513,21.2682525,21.55200812,21.5836865
2001,JAN,31,6,87,27.34976,26.4346755,26.14238287,26.19034152
2001,JAN,31,6,89,32.35316,26.9742795,26.90702073,26.99767344
2001,JAN,31,6,91,32.475764,32.475764,32.475764,32.475764
2001,JAN,31,6,93,20.03875,15.5808055,15.09916879,14.64450671
2001,JAN,31,6,95,25.677046,23.5446945,22.80816761,22.95348721
2001,JAN,31,6,97,25.936751,21.078872,21.53638254,21.46883253
2001,JAN,31,6,99,25.425398,22.166806,22.5015787,22.53804454
2001,JAN,31,6,101,29.963069,28.163874,28.12073124,28.19511797
2001,JAN,31,6,103,30.942758,27.917852,28.06778245,28.00327757
2001,JAN,31,6,105,24.180514,22.114594,22.2937806,21.843431
2001,JAN,31,6,107,30.938977,17.415168,18.34607699,18.325403
2001,JAN,31,6,109,37.540092,29.856316,31.17161564,31.35478292
2001,JAN,31,6,111,37.608449,36.120379,35.8861091,35.89908342
2001,JAN,31,6,113,26.555356,25.910565,25.55855495,25.52203243
2001,JAN,31,6,115,35.674846,28.6252885,29.51138129,29.37389461
2001,JAN,31,8,1,27.772748,24.796216,24.99297545,24.90618164
2001,JAN,31,8,3,38.985733,38.779131,38.7484725,38.76470418
2001,JAN,31,8,5,31.809098,27.002469,27.68437244,27.49924425
2001,JAN,31,8,7,37.387779,35.8732255,35.82401425,36.02597064
2001,JAN,31,8,9,37.328278,36.8481885,36.8481885,36.80864575
2001,JAN,31,8,11,36.589998,36.589998,36.589998,36.589998
2001,JAN,31,8,13,37.57906,31.281372,31.3298664,31.22984153
2001,JAN,31,8,14,30.927013,28.441878,28.38334378,28.02976409
2001,JAN,31,8,15,39.781509,38.584289,38.88711,38.96903487
2001,JAN,31,8,17,35.553677,35.553677,35.553677,35.553677
2001,JAN,31,8,19,39.329328,38.370922,38.649677,38.61493363
2001,JAN,31,8,21,40.163324,39.5041105,39.5041105,39.46562444
2001,JAN,31,8,23,40.685135,40.1612905,40.1612905,40.19577743
2001,JAN,31,8,25,36.122617,36.122617,36.122617,36.122617
2001,JAN,31,8,27,37.948992,37.948992,37.948992,37.948992
2001,JAN,31,8,29,37.979679,37.547612,37.64897043,37.65847365
2001,JAN,31,8,31,32.644042,27.547149,27.54395585,27.47650184
2001,JAN,31,8,33,39.100748,39.100748,39.100748,39.100748
2001,JAN,31,8,35,35.186118,30.752461,30.7794818,30.64206581
2001,JAN,31,8,37,39.81893,39.391311,39.25380343,39.21025805
2001,JAN,31,8,39,31.959018,29.607338,30.04859114,29.57079269
2001,JAN,31,8,41,36.116176,35.0428585,34.98268731,34.91767304
2001,JAN,31,8,43,38.159151,37.312445,37.27166636,37.27114454
2001,JAN,31,8,45,39.004607,38.056218,38.23245336,38.16542377
2001,JAN,31,8,47,38.178863,38.178863,38.178863,38.178863
2001,JAN,31,8,49,38.910101,38.141717,38.212161,38.40079359
2001,JAN,31,8,51,38.989013,38.63294,38.67303925,38.71510588
2001,JAN,31,8,53,37.541742,37.541742,37.541742,37.541742
2001,JAN,31,8,55,39.404869,39.175881,39.175881,39.17025099
2001,JAN,31,8,57,34.761324,34.761324,34.761324,34.761324
2001,JAN,31,8,59,37.211714,32.3290665,32.16917759,32.11635876
2001,JAN,31,8,61,36.421282,36.421282,36.421282,36.421282
2001,JAN,31,8,63,32.512693,32.299355,32.29069733,32.40936121
2001,JAN,31,8,65,40.113626,40.047662,40.047662,40.02086131
2001,JAN,31,8,67,37.525061,36.301486,35.8964622,35.72362571
2001,JAN,31,8,69,35.332659,24.752513,25.49703292,25.36806498
2001,JAN,31,8,71,41.197295,40.5668365,40.52128283,40.44511871
2001,JAN,31,8,73,34.509706,32.640927,32.640927,32.21056432
2001,JAN,31,8,75,28.120972,27.203032,27.2966925,27.35883448
2001,JAN,31,8,77,37.723047,37.236679,37.24478966,37.22806498
2001,JAN,31,8,79,37.748751,37.748751,37.748751,37.748751
2001,JAN,31,8,81,35.66483,35.071028,35.186001,35.23209693
2001,JAN,31,8,83,40.164403,39.703135,39.661659,39.73357105
2001,JAN,31,8,85,38.304671,37.941038,37.8473428,37.77359255
2001,JAN,31,8,87,25.581181,24.523772,24.53373325,24.69563909
2001,JAN,31,8,89,37.819209,37.079488,37.08581671,37.10387999
2001,JAN,31,8,91,38.176912,38.176912,38.176912,38.176912
2001,JAN,31,8,93,40.325724,38.834544,38.9996022,38.92716585
2001,JAN,31,8,95,29.562431,29.2093375,29.2093375,29.33493132
2001,JAN,31,8,97,39.541205,39.4086465,39.38781025,39.38056254
2001,JAN,31,8,99,35.69491,35.017682,35.1423336,35.20561151
2001,JAN,31,8,101,37.818927,36.450876,36.49321265,36.52848081
2001,JAN,31,8,103,37.034783,36.936344,36.936344,36.92083831
2001,JAN,31,8,105,38.652126,38.417224,38.33827067,38.43394499
2001,JAN,31,8,107,37.170446,35.81681,35.8118245,35.78330778
2001,JAN,31,8,109,38.221918,38.079957,38.079957,38.07581996
2001,JAN,31,8,111,38.353819,38.353819,38.353819,38.353819
2001,JAN,31,8,113,38.694754,38.4763665,38.47248125,38.44417471
2001,JAN,31,8,115,28.800453,28.800453,28.800453,28.800453
2001,JAN,31,8,117,40.133033,39.706231,39.746315,39.68145012
2001,JAN,31,8,119,37.314432,36.486342,36.47591167,36.3266374
2001,JAN,31,8,121,27.846596,27.5137785,27.5137785,27.47810467
2001,JAN,31,8,123,27.832821,20.943506,21.950693,21.74922651
2001,JAN,31,8,125,30.269088,29.6251175,29.6251175,29.57131971
2001,JAN,31,9,1,24.177079,12.475585,14.1375767,14.43215108
2001,JAN,31,9,3,27.116374,19.347684,19.91095951,19.94013048
2001,JAN,31,9,5,28.058849,25.660942,25.05612208,24.8461325
2001,JAN,31,9,7,17.361556,15.656516,14.97013353,14.89354402
2001,JAN,31,9,9,21.668147,14.081611,15.02011075,14.9520083
2001,JAN,31,9,11,18.699434,15.160054,15.33995878,15.29358652
2001,JAN,31,9,13,23.506404,19.60692,19.95505559,19.96446158
2001,JAN,31,9,15,23.105048,20.037754,20.19278096,20.21818376
2001,JAN,31,10,1,30.858275,28.668626,28.89267278,28.81895734
2001,JAN,31,10,3,27.438642,22.931826,23.00051348,23.21116767
2001,JAN,31,10,5,34.986855,32.778507,32.80533762,32.59193987
2001,JAN,31,11,1,24.300553,23.173208,23.2447374,23.29508793
2001,JAN,31,12,1,24.44078,23.3475785,23.35994464,23.40417686
2001,JAN,31,12,3,24.45401,24.003932,24.0762715,24.08097146
2001,JAN,31,12,5,33.319909,31.241298,31.53128612,31.22855508
2001,JAN,31,12,7,23.811529,23.261272,23.31900925,23.33251278
2001,JAN,31,12,9,35.679719,31.226591,30.43897748,30.41940353
2001,JAN,31,12,11,33.995577,32.551429,32.43913122,32.55200925
2001,JAN,31,12,13,29.130946,28.833718,28.68616733,28.79184416
2001,JAN,31,12,15,33.440372,32.89753,32.87681292,32.88552212
2001,JAN,31,12,17,27.847138,23.587986,23.92309426,24.06435728
2001,JAN,31,12,19,23.08051,21.333547,21.4518422,21.4584322
2001,JAN,31,12,21,33.377976,32.507023,32.54951727,32.46018625
2001,JAN,31,12,23,24.445369,23.6271975,23.62856433,23.65307571
2001,JAN,31,12,27,34.235888,33.895188,33.665515,33.78766892
2001,JAN,31,12,29,28.107771,27.038465,27.28146833,27.15358581
2001,JAN,31,12,31,22.734396,19.028717,19.02408426,19.17262715
2001,JAN,31,12,33,35.353356,33.334892,33.42430466,33.43269047
2001,JAN,31,12,35,22.006616,21.3594365,21.39219235,21.34589481
2001,JAN,31,12,37,35.564868,32.672476,32.7967325,32.23052952
2001,JAN,31,12,39,26.831483,24.902899,25.18449611,25.18514259
2001,JAN,31,12,41,25.800296,25.077253,25.184052,25.1963922
2001,JAN,31,12,43,34.393174,34.1445765,33.980831,33.65875636
2001,JAN,31,12,45,33.914126,33.582981,32.95808,32.48788217
2001,JAN,31,12,47,25.640873,24.95484,24.84011767,25.05645616
2001,JAN,31,12,49,34.264775,33.9231,33.81225683,33.87990397
2001,JAN,31,12,51,34.655078,32.838085,33.24694971,33.05910494
2001,JAN,31,12,53,29.0982,26.274876,26.16461109,26.20863352
2001,JAN,31,12,55,34.238086,33.86867,33.85716393,33.85320462
2001,JAN,31,12,57,35.845395,26.9995525,27.69096858,27.64392229
2001,JAN,31,12,59,32.85887,31.583163,31.6370515,31.55835933
2001,JAN,31,12,61,37.715451,36.397877,36.29411357,36.12452878
2001,JAN,31,12,63,30.165263,28.545967,28.58856027,28.50490061
2001,JAN,31,12,65,25.867106,25.334334,25.45292967,25.4218609
2001,JAN,31,12,67,26.145517,26.0316685,26.0316685,25.99904134
2001,JAN,31,12,69,24.179909,20.3261625,20.674105,21.00662409
2001,JAN,31,12,71,33.130852,31.9218605,31.95493959,31.94519258
2001,JAN,31,12,73,25.830326,23.8572625,23.91982607,23.91846287
2001,JAN,31,12,75,27.47292,25.832223,25.79762022,25.5808533
2001,JAN,31,12,77,29.061296,28.8940295,28.8940295,28.97703288
2001,JAN,31,12,79,26.464212,26.410559,26.3548956,26.36938251
2001,JAN,31,12,81,35.562449,33.798075,33.83386487,33.76648472
2001,JAN,31,12,83,24.231456,19.670591,19.88907819,19.91623308
2001,JAN,31,12,85,37.56638,36.084494,36.03663669,36.06180853
2001,JAN,31,12,86,34.704633,33.9768115,33.93060766,33.93535861
2001,JAN,31,12,87,34.721443,33.4202325,33.5439213,33.56217609
2001,JAN,31,12,89,25.654604,23.2247815,23.17337608,23.33825046
2001,JAN,31,12,91,34.618739,33.79118,33.75347539,33.63778475
2001,JAN,31,12,93,36.681231,35.345727,35.40767983,35.33340301
2001,JAN,31,12,95,27.14186,19.173354,19.55890272,20.13015864
2001,JAN,31,12,97,31.392108,25.92599,26.53390368,26.51150528
2001,JAN,31,12,99,35.259122,31.696766,31.84530067,31.92651043
2001,JAN,31,12,101,31.876826,28.778033,27.8272644,27.58037998
